,code,level,processed_code
104597,"resturaunt is ask Which resturaunt would you like?
print 'Welcome to ' resturaunt
waitorname is ask Which waitor would you like?
print 'My name is ' waitorname ' and I will be serving you tonight'
yourname is ask What is your name?
print 'Hi ' yourname ' its nice to meet you'
friendname is ask What is your friend's name?
print 'Hi' friendname ' its nice to meet you'
yourdrink is ask which drink yourname?
print yourdrink",6,% % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % print % % % % % % % % % 
104630,"resturaunt is ask Which resturaunt would you like?
print 'Welcome to ' resturaunt
waitorname is ask Which waitor would you like?
print 'My name is ' waitorname ' and I will be serving you tonight'
yourname is ask What is your name?
print 'Hi ' yourname 'its nice to meet you' ",6,% % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
104647,"resturaunt is ask Which resturaunt would you like?
print 'Welcome to ' resturaunt
wname is ask Which waitor would you like?
print 'My name is ' wname ' and I will be serving you tonight'
",6,% % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
104655,"resturaunt is ask Which resturaunt would you like?
print 'Welcome to ' resturaunt
wname is ask Which waitor would you like?
print 'My name is' wname 'and I will be serving you tonight'
",6,% % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
104664,"resturaunt is ask Which resturaunt would you like?
print 'Welcome to ' resturaunt
wname is ask Which waitor would you like?
print 'My name is' wname and I will be serving you tonight
",6,% % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
104682,"returaunt is ask which resturaunt?
print 'Welcome to ' resturaunt",6,% % % % % % % % % is ask % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % 
104684,"resturaunt is ask which resturaunt?
print 'Welcome to ' resturaunt",6,% % % % % % % % % % is ask % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % 
105490,"player1 is rock
player2 is ask what move is next?
if player1 is rock and player2 is rock print 'its a tie!'
if player1 is rock and player2 is scissors print 'player 1 wins!'
if player1 is rock and player2 is paper print 'player 2 wins!'",6,% % % % % % % is % % % % % % % % % % % is ask % % % % % % % % is % % % % % if % % % % % % % is % % % % % % % % % % % % % % is % % % % print % % % % % % % % % % if % % % % % % % is % % % % % % % % % % % % % % is % % % % % % % % print % % % % % % % % % % % % % % if % % % % % % % is % % % % % % % % % % % % % % is % % % % % print % % % % % % % % % % % % % % 
105772,program is ask How many months in a year?,6,% % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % 
105812,"names is Faheemah, Tlotlo, Joseph
number is 1,2,3,4,5,6,7,8,9,10

print names at random ' needs to do ' number at random ' push ups'",6,% % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
105826,"choices is Rock, Paper, Scissors
move is ask What is your move
print 'You chose ' move
print 'The computer chose ' choices at random",6,% % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % print % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
105919,"restaurant is ask Which restaurant do you want to go to?
name1 is ask What is the waiters name?
name2 is ask What is your name?
name3 is ask What is the name of your friend?",6,% % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % % % % % % % % % % % % 
105943,"bootcampers is Khotso, Lindo, Jabu
numbers is 2, 5, 9
print bootcampers at random ' needs to do ' numbers at random ' pushups'",6,% % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
105951,"print 'ROCK PAPER SCISSORS!'
moves is rock, paper, scissors
computer is player1
print computer ' played ' moves at random
print 'Your turn player2!'
move is ask Rock Paper Scissors?
print 'you played ' move
print 'Who won?'",6,print % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % print % % % % % % % % % 
105963,"print 'ROCK PAPER SCISSORS!'
moves is rock, paper, scissors
computer is player1
print computer ' played ' moves at random
print 'Your turn player2!'
move is ask Rock Paper Scissors?
print 'you played ' move
if moves is rock and move is paper print 'You Won!'",6,print % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % if % % % % % is % % % % % % % % % % % is % % % % % print % % % % % % % % % 
105976,"print 'ROCK PAPER SCISSORS!'
moves is rock, paper, scissors
computer is player1
print computer ' played ' moves at random
print 'Your turn player2!'
move is ask Rock Paper Scissors?
print 'you played ' move",6,print % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % 
105985,"print 'Your move player 1!'
moves is rock, paper, scissors
computer is player1
print computer ' played ' moves at random
print 'Your turn player2!'
move is ask Rock Paper Scissors?
print 'you played ' move",6,print % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % 
105995,"print 'Your move player 1!'
print ' '
moves is rock, paper, scissors
computer is player2
print computer ' played ' moves at random
print 'Your turn player2!'
move is ask Rock Paper Scissors?
print 'you played ' move",6,print % % % % % % % % % % % % % % % % % % print % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % 
106017,"player2_move is ask Enter move rock paper or scissor
print player2_move
player1_move is rock, paper, scissor
print player1_move at random
if player1_move is rock and player2_move is paper print 'player2 wins!'
if player1_move is rock and player2_move is scissor print 'player1 wins!'
if player1_move is paper and player2_move is rock print 'player1 wins!'
if player1_move is paper and player2_move is scisor print 'player2 wins!'
if player1_move is scissor and player2_move is paper print 'player1 wins!'
if player1_move is scissor and player2_move is rock print 'player2 wins!'
if player1_move is rock and player2_move is rock print 'tie!'
if player1_move is scissor and player2_move is scissor print 'tie!'
if player1_move is paper and player2_move is paper print 'tie!'
",6,% % % % % % % _% % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % _% % % % % % % % % % % _% % % % is % % % % % % % % % % % % % % % % % % print % % % % % % % _% % % % % % % % % % % % if % % % % % % % _% % % % is % % % % % % % % % % % % % % _% % % % is % % % % % print % % % % % % % % % % % % % % if % % % % % % % _% % % % is % % % % % % % % % % % % % % _% % % % is % % % % % % % print % % % % % % % % % % % % % % if % % % % % % % _% % % % is % % % % % % % % % % % % % % % _% % % % is % % % % print % % % % % % % % % % % % % % if % % % % % % % _% % % % is % % % % % % % % % % % % % % % _% % % % is % % % % % % print % % % % % % % % % % % % % % if % % % % % % % _% % % % is % % % % % % % % % % % % % % % % % _% % % % is % % % % % print % % % % % % % % % % % % % % if % % % % % % % _% % % % is % % % % % % % % % % % % % % % % % _% % % % is % % % % print % % % % % % % % % % % % % % if % % % % % % % _% % % % is % % % % % % % % % % % % % % _% % % % is % % % % print % % % % % % if % % % % % % % _% % % % is % % % % % % % % % % % % % % % % % _% % % % is % % % % % % % print % % % % % % if % % % % % % % _% % % % is % % % % % % % % % % % % % % % _% % % % is % % % % % print % % % % % % 
106021,"print 'Your move player 1!'
move is ask Rock Paper Scissors?
print 'you played ' move
moves is rock, paper, scissors
computer is player2
print computer ' played ' moves at random",6,print % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
106027,"print 'Your move player 1!'
move is ask Rock Paper Scissors?
print 'you played ' move
moves is rock, paper, scissors
computer is player1
print computer ' played ' moves at random
if moves is rock print ' Sorry, computer won' else print ' yaay you won!'",6,print % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % if % % % % % is % % % % print % % % % % % % % % % % % % % % % % % % else print % % % % % % % % % % % % % 
106030,"print 'Your move player 1!'
move is ask Rock Paper Scissors?
print 'you played ' move
moves is rock, paper, scissors
computer is player1
print computer ' played ' moves at random
if moves is rock print ' Sorry, computer won'",6,print % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % if % % % % % is % % % % print % % % % % % % % % % % % % % % % % % % 
106045,"print 'Your move player 1!'
move is ask Rock Paper Scissors?
print you played move
moves is Rock, Paper, Scissors
computer is player1
print computer ' played ' moves at random",6,print % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
106079,"moves is Rock, Paper, Scissors
player1 is computer
print player1 ' played ' moves at random",6,% % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
106082,"moves is Rock, Paper, Scissors
player1 is computer
print player 'played ' moves at random",6,% % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % 
106154,"resturaunt is ask Which resturaunt would you like?
print 'Welcome to ' resturaunt
waitorname is ask Which waitor would you like?
print 'My name is ' waitorname ' and I will be serving you tonight'
yourname is ask What is your name?
print 'Hi ' yourname ' its nice to meet you'
friendname is ask What is the name of your friend?
print 'Hi ' friendname ' its nice to meet you'
yourdrink is ask Which drink would you like?
frienddrink is ask Which drink would your friend have?
print 'Great I will be back with one ' yourdrink ' and one ' frienddrink
print '5 minutes later'
print 'Here is your ' yourdrink ' ' yourname
print 'Here is your ' frienddrink ' ' friendname",6,% % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % print % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
106173,"resturaunt is ask Which resturaunt would you like?
print 'Welcome to ' resturaunt
waitorname is ask Which waitor would you like?
print 'My name is ' waitorname ' and I will be serving you tonight'
yourname is ask What is your name?
print 'Hi ' yourname ' its nice to meet you'
friendname is ask What is the name of your friend?
print 'Hi ' friendname ' its nice to meet you'
yourdrink is ask Which drink would you like?
frienddrink is ask Which drink would your friend have?
print 'Great I will be back with one ' yourdrink ' and one ' frienddrink
print '5 minutes later'
print 'Here is your ' yourdrink yourname
print 'Here is your ' frienddrink friendname",6,% % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % print % % % % % is % % % % % % % % % % % % % % % % % % % % % % print % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % 
106207,"resturaunt is ask Which resturaunt would you like?
print 'Welcome to ' resturaunt
waitorname is ask Which waitor would you like?
print 'My name is ' waitorname ' and I will be serving you tonight'
yourname is ask What is your name?
print 'Hi ' yourname ' its nice to meet you'
friendname is ask What is the name of your friend?
print 'Hi ' friendname ' its nice to meet you'
yourdrink is ask Which drink would you like?
frienddrink is ask Which drink would your friend have?
print 'Great I will be back with one ' yourdrink ' and one ' frienddrink
print 5 minutes later
print 'Here is your ' yourdrink yourname
print 'Here is your ' frienddrink friendname",6,% % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % print % % % % % is % % % % % % % % % % % % % % % % % % % % % % print % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % 
106225,"resturaunt is ask Which resturaunt would you like?
print 'Welcome to ' resturaunt
waitorname is ask Which waitor would you like?
print 'My name is ' waitorname ' and I will be serving you tonight'
yourname is ask What is your name?
print 'Hi ' yourname ' its nice to meet you'
friendname is ask What is the name of your friend?
print 'Hi ' friendname ' its nice to meet you'
yourdrink is ask Which drink would you like?
frienddrink is ask Which drink would your friend have?
print 'Great I will be back with one ' yourdrink ' and one ' frienddrink",6,% % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
106242,"resturaunt is ask Which resturaunt would you like?
print 'Welcome to ' resturaunt
waitorname is ask Which waitor would you like?
print 'My name is ' waitorname ' and I will be serving you tonight'
yourname is ask What is your name?
print 'Hi ' yourname ' its nice to meet you'
friendname is ask What is the name of your friend?
print 'Hi ' friendname ' its nice to meet you'
yourdrink is ask Which drink yourname?
print 'Great I will be back with one ' yourdrink",6,% % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
106243,"resturaunt is ask Which resturaunt would you like?
print 'Welcome to ' resturaunt
waitorname is ask Which waitor would you like?
print 'My name is ' waitorname ' and I will be serving you tonight'
yourname is ask What is your name?
print 'Hi ' yourname ' its nice to meet you'
friendname is ask What is the name of your friend?
print 'Hi ' friendname ' its nice to meet you'
yourdrink is ask 'Which drink' yourname?
print 'Great I will be back with one ' yourdrink",6,% % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
106259,"resturaunt is ask Which resturaunt would you like?
print 'Welcome to ' resturaunt
waitorname is ask Which waitor would you like?
print 'My name is ' waitorname ' and I will be serving you tonight'
yourname is ask What is your name?
print 'Hi ' yourname ' its nice to meet you'
friendname is ask What is the name of your friend?
print 'Hi' friendname ' its nice to meet you'",6,% % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
106264,"resturaunt is ask Which resturaunt would you like?
print 'Welcome to ' resturaunt
waitorname is ask Which waitor would you like?
print 'My name is ' waitorname ' and I will be serving you tonight'
yourname is ask What is your name?
print 'Hi ' yourname ' its nice to meet you'
friendname is ask What is your friend name?
print 'Hi' friendname ' its nice to meet you'",6,% % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
107614,"restaurant is ask where are we eating tonight?
print 'welcome to ' restaurant
MyName is ask my name is
print 'my name is ' MyName ' and i will be serving you tonight '
Name1 is ask what is your name
print 'hi ' Name1 ' its nice to meet you '
name2 is ask my name is
print 'hi' name2 'its nice to meet you two'
print 'greate i will be back with one' drinkA ' and one ' drinkB
print '5 minutes later '
print 'here is your' drinkA ' ' Name1
print 'here is your ' drinkB ' ' name2",6,% % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % is print % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % is print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % print % % % % % is % % % % % % % % % % % % % % % % % % print % % % % % is % % % % % % % % % % % % % % % % % % 
107629,"restaurant is ask where are we eating tonight?
print 'welcome to ' restaurant
MyName is ask my name is
print 'my name is ' MyName ' and i will be serving you tonight '
Name1 is ask what is your name
print 'hi ' Name1 ' its nice to meet you '
name2 is ask my name is
print 'hi' name2 'its nice to meet you two'
print 'greate i will be back with one' drinkA 'and one ' drinkB
print '5 minutes later '",6,% % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % is print % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % is print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % 
107630,"restaurant is ask where are we eating tonight?
print 'welcome to ' restaurant
MyName is ask my name is
print 'my name is ' MyName ' and i will be serving you tonight '
Name1 is ask what is your name
print 'hi ' Name1 ' its nice to meet you '
name2 is ask my name is
print 'hi' name2 'its nice to meet you two'
print 'greate i will be back with one' drinkA 'and one ' drinkB
",6,% % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % is print % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % is print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
107632,"restaurant is ask where are we eating tonight?
print 'welcome to ' restaurant
MyName is ask my name is
print 'my name is ' MyName ' and i will be serving you tonight '
Name1 is ask what is your name
print 'hi ' Name1 ' its nice to meet you '
name2 is ask my name is
print 'hi' name2 'its nice to meet you two'
print 'greate i will be back with one' drinkA 'and one ' drinkB
print '5 minutes later '
print 'here is your ' drinkA ' ' Name1",6,% % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % is print % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % is print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % print % % % % % is % % % % % % % % % % % % % % % % % % 
107635,"restaurant is ask where are we eating tonight?
print 'welcome to ' restaurant
MyName is ask my name is
print 'my name is ' MyName ' and i will be serving you tonight '
Name1 is ask what is your name
print 'hi ' Name1 ' its nice to meet you '
name2 is ask my name is
print 'hi' name2 'its nice to meet you two'
",6,% % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % is print % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % is print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
107637,"restaurant is ask where are we eating tonight?
print 'welcome to ' restaurant
MyName is ask my name is
print 'my name is ' MyName ' and i will be serving you tonight '
Name1 is ask what is your name
print 'hi ' Name1 ' its nice to meet you '
name2 is ask my name is
print 'hi' name2 'its nice to meet you two'
drinkA is ask what drink will you be having
drinkB is ask what drink will you be havingprint 'greate i will be back with one' drinkA 'and one ' drinkB
print '5 minutes later '
print 'here is your ' drinkA ' ' Name1
print 'here is your ' drinkB ' ' name2
",6,% % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % is print % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % is print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % print % % % % % is % % % % % % % % % % % % % % % % % % print % % % % % is % % % % % % % % % % % % % % % % % % 
